order_id,order_date,customer_id,customer_name,city,product_name,category,quantity,unit_price,discount_percent,sales_channel,payment_method
ORD-2102,2025-12-12,CUST-209,Isabella Wilson,London,Denim Jeans,Clothing,2,49.99,10.0,Physical Store,Debit Card
ORD-2103,2025-11-08,CUST-179,Emma Evans,Cardiff,Denim Jeans,Clothing,4,49.99,0.0,Marketplace,Cash
ORD-2104,2025-08-27,CUST-111,Isabella Brown,Cardiff,Classic T-Shirt,Clothing,5,18.99,5.0,Online Store,Credit Card
ORD-2105,2025-09-28,CUST-124,Ethan Brown,Liverpool,Canvas Tote Bag,Accessories,1,19.99,20.0,Physical Store,Cash
ORD-2106,2025-02-28,CUST-168,Lucas Wilson,Bristol,Sneakers,Footwear,2,,20.0,Physical Store,PayPal
ORD-2107,2025-11-18,CUST-240,Sophia Thomas,Liverpool,Classic T-Shirt,Clothing,1,18.99,0.0,Online Store,PayPal
ORD-2108,2025-06-29,CUST-223,Liam Brown,Manchester,Baseball Cap,Accessories,2,14.99,10.0,Physical Store,Cash
ORD-2109,2025-05-15,CUST-156,Sophia Smith,Glasgow,Classic T-Shirt,Clothing,5,18.99,0.0,Online Store,PayPal
ORD-2110,2025-03-15,CUST-247,Mia Brown,Cardiff,Rain Coat,Outerwear,2,74.99,20.0,Online Store,Cash
ORD-2111,2025-01-29,CUST-192,Mason Evans,Edinburgh,Canvas Tote Bag,Accessories,1,19.99,15.0,Online Store,Credit Card
ORD-2112,2025-08-25,CUST-196,James Roberts,Manchester,Hoodie,Clothing,5,39.99,20.0,Physical Store,Debit Card
ORD-2113,2025-04-24,CUST-238,William Davies,Cardiff,Running Socks,Footwear,5,9.99,0.0,Marketplace,Credit Card
ORD-2114,2025-12-21,CUST-224,Noah Walker,Glasgow,Leather Belt,Accessories,2,24.99,10.0,Online Store,Credit Card
ORD-2115,2025-07-09,CUST-227,Isabella Roberts,Liverpool,Winter Jacket,Outerwear,2,89.99,20.0,Physical Store,Cash
ORD-2116,2025-10-02,CUST-214,Amelia Brown,Birmingham,Classic T-Shirt,Clothing,2,18.99,15.0,Online Store,PayPal
ORD-2117,2025-11-19,CUST-221,Isabella Johnson,Leeds,Denim Jeans,Clothing,1,49.99,10.0,Physical Store,Debit Card
ORD-2118,2025-10-07,CUST-171,Mason Taylor,Edinburgh,Rain Coat,Outerwear,2,74.99,20.0,Physical Store,Bank Transfer
ORD-2119,2025-02-09,CUST-202,Noah Taylor,Liverpool,Hoodie,Clothing,2,39.99,5.0,Physical Store,Bank Transfer
ORD-2120,2025-01-17,CUST-213,Emma Thomas,Cardiff,Rain Coat,Outerwear,1,74.99,10.0,Online Store,PayPal
ORD-2121,2025-04-18,CUST-171,James Davies,Leeds,Running Socks,Footwear,1,9.99,10.0,Physical Store,Bank Transfer
ORD-2122,2025-08-23,CUST-140,James Davies,Cardiff,Leather Belt,Accessories,1,24.99,0.0,Online Store,PayPal
ORD-2123,2025-08-01,CUST-231,Emma Davies,Manchester,Winter Jacket,Outerwear,1,89.99,0.0,Online Store,Debit Card
ORD-2124,2025-03-06,CUST-151,Amelia Brown,Edinburgh,Classic T-Shirt,Clothing,3,18.99,20.0,Online Store,PayPal
ORD-2125,2025-08-15,CUST-171,Isabella Thomas,Birmingham,Denim Jeans,Clothing,3,49.99,0.0,Online Store,Bank Transfer
ORD-2126,2025-08-10,CUST-191,Mia Smith,Liverpool,Sneakers,Footwear,1,64.99,20.0,Marketplace,Bank Transfer
ORD-2127,2025-12-31,CUST-233,Charlotte Evans,Glasgow,Winter Jacket,Outerwear,2,89.99,0.0,Marketplace,Cash
ORD-2128,2025-06-17,CUST-147,Emma Davies,Cardiff,Hoodie,Clothing,1,39.99,0.0,Online Store,Credit Card
ORD-2129,2025-06-06,CUST-233,Isabella Evans,Leeds,Running Socks,Footwear,2,9.99,10.0,Physical Store,Credit Card
ORD-2130,2025-07-15,CUST-143,Mason Smith,Birmingham,Running Socks,Footwear,2,9.99,15.0,Online Store,Cash
ORD-2131,2025-09-13,CUST-206,Mia Thomas,Edinburgh,Rain Coat,Outerwear,2,74.99,20.0,Physical Store,Bank Transfer
ORD-2132,2025-05-03,CUST-150,Isabella Davies,Cardiff,Leather Belt,Accessories,3,24.99,5.0,Physical Store,Debit Card
ORD-2133,2025-02-01,CUST-127,Sophia Roberts,Birmingham,Canvas Tote Bag,Accessories,1,19.99,10.0,Physical Store,PayPal
ORD-2134,2025-02-14,CUST-204,Charlotte Wilson,Edinburgh,Leather Belt,Accessories,4,24.99,20.0,Physical Store,Cash
ORD-2135,2025-03-21,CUST-181,Sophia Smith,Leeds,Classic T-Shirt,Clothing,3,18.99,15.0,Marketplace,Debit Card
ORD-2136,2025-02-25,CUST-114,Lucas Thomas,Edinburgh,Hoodie,Clothing,4,39.99,10.0,Physical Store,Debit Card
ORD-2137,2025-07-01,CUST-113,Ethan Thomas,Cardiff,Sneakers,Footwear,2,64.99,20.0,Physical Store,PayPal
ORD-2138,2025-09-29,CUST-111,James Johnson,Bristol,sneakers ,Clothing,3,39.99,20.0,Physical Store,PayPal
ORD-2139,2025-10-30,CUST-128,Isabella Wilson,Liverpool,Rain Coat,Outerwear,3,74.99,0.0,Online Store,Cash
ORD-2140,2025-11-23,CUST-221,Emma Wilson,Bristol,Winter Jacket,Outerwear,5,89.99,20.0,Online Store,Debit Card
ORD-2141,2025-09-01,CUST-167,Charlotte Smith,Glasgow,Sneakers,Footwear,2,64.99,10.0,Online Store,Debit Card
ORD-2142,2025-09-03,CUST-222,Liam Davies,Liverpool,Winter Jacket,Outerwear,1,89.99,5.0,Physical Store,Bank Transfer
ORD-2143,2025-02-20,CUST-238,James Wilson,Glasgow,Canvas Tote Bag,Accessories,5,19.99,10.0,Marketplace,Bank Transfer
ORD-2144,2025-01-15,CUST-168,Liam Taylor,Birmingham,Winter Jacket,Outerwear,2,89.99,0.0,Online Store,Bank Transfer
ORD-2145,2025-01-08,CUST-103,Isabella Walker,Cardiff,Baseball Cap,Accessories,3,14.99,20.0,Online Store,Debit Card
ORD-2146,2025-02-12,CUST-136,Liam Smith,Edinburgh,Running Socks,Footwear,4,9.99,10.0,Physical Store,Cash
ORD-2147,2025-07-16,CUST-129,Olivia Smith,Glasgow,Leather Belt,Accessories,2,24.99,5.0,Online Store,Cash
ORD-2148,2025-08-09,CUST-242,Charlotte Evans,London,Canvas Tote Bag,Accessories,5,19.99,5.0,Physical Store,Credit Card
ORD-2149,2025-04-03,CUST-204,Mason Evans,Cardiff,Rain Coat,Outerwear,4,74.99,5.0,Physical Store,Debit Card
ORD-2150,2025-09-17,CUST-232,Mason Evans,Edinburgh,Baseball Cap,Accessories,1,14.99,5.0,Marketplace,Debit Card
ORD-2151,2025-08-30,CUST-248,Olivia Brown,Liverpool,Canvas Tote Bag,Accessories,3,19.99,5.0,Online Store,Credit Card
ORD-2152,2025-03-23,CUST-182,Mia Walker,Birmingham,Baseball Cap,Accessories,1,14.99,5.0,Marketplace,Debit Card
ORD-2153,2025-04-15,CUST-204,William Johnson,Cardiff,Classic T-Shirt,Clothing,4,18.99,20.0,Online Store,PayPal
ORD-2154,2025-12-10,CUST-144,Amelia Taylor,Cardiff,Hoodie,Clothing,2,39.99,0.0,Physical Store,Debit Card
ORD-2155,2025-10-09,CUST-122,Isabella Wilson,Glasgow,Canvas Tote Bag,Accessories,1,19.99,0.0,Online Store,PayPal
ORD-2156,2025-04-15,CUST-146,Isabella Taylor,Leeds,Winter Jacket,Outerwear,5,89.99,0.0,Marketplace,Debit Card
ORD-2157,2025-05-20,CUST-126,Charlotte Thomas,Cardiff,Denim Jeans,Clothing,1,49.99,0.0,Physical Store,Cash
ORD-2158,2025-03-01,CUST-133,Olivia Taylor,Edinburgh,Winter Jacket,Outerwear,1,89.99,0.0,Marketplace,PayPal
ORD-2159,2025-06-15,CUST-227,Amelia Smith,Birmingham,Canvas Tote Bag,Accessories,4,19.99,0.0,Online Store,PayPal
ORD-2160,2025-09-08,CUST-123,Mason Walker,Cardiff,Hoodie,Clothing,1,39.99,0.0,Online Store,Debit Card
ORD-2161,2025-10-31,CUST-100,Sophia Wilson,Cardiff,Winter Jacket,Outerwear,1,89.99,0.0,Physical Store,PayPal
ORD-2162,2025-06-11,CUST-124,Charlotte Johnson,Bristol,Rain Coat,Outerwear,2,74.99,5.0,Online Store,Credit Card
ORD-2163,2025-10-02,CUST-107,Liam Brown,Birmingham,Rain Coat,Outerwear,2,74.99,0.0,Online Store,Credit Card
ORD-2164,2025-11-07,CUST-165,Isabella Taylor,Birmingham,Hoodie,Clothing,2,39.99,0.0,Physical Store,Credit Card
ORD-2165,2025-03-28,CUST-119,Mia Brown,London,Hoodie,Clothing,2,39.99,0.0,Physical Store,Cash
ORD-2166,2025-04-11,CUST-138,Amelia Evans,Manchester,Hoodie,Clothing,2,39.99,15.0,Online Store,Credit Card
ORD-2167,2025-12-08,CUST-189,Olivia Walker,Birmingham,Sneakers,Footwear,1,64.99,5.0,Physical Store,Cash
ORD-2168,2025-03-27,CUST-201,Lucas Walker,Edinburgh,Hoodie,Clothing,1,39.99,5.0,Online Store,Cash
ORD-2169,2025-04-11,CUST-207,Amelia Thomas,Manchester,Baseball Cap,Accessories,2,14.99,0.0,Online Store,Bank Transfer
ORD-2170,2025-02-02,CUST-143,Sophia Evans,Cardiff,Hoodie,Clothing,1,39.99,0.0,Marketplace,Cash
ORD-2171,2025-10-13,CUST-111,Olivia Smith,Birmingham,Classic T-Shirt,Clothing,5,18.99,10.0,Physical Store,Cash
ORD-2172,2025-03-15,CUST-119,Mia Thomas,Glasgow,Sneakers,Footwear,5,64.99,0.0,Physical Store,Cash
ORD-2173,2025-04-21,CUST-134,Sophia Wilson,Leeds,Denim Jeans,Clothing,1,49.99,0.0,Physical Store,Credit Card
ORD-2174,2025-11-21,CUST-166,Emma Taylor,Edinburgh,Hoodie,Clothing,2,39.99,0.0,Physical Store,Credit Card
ORD-2175,2025-03-08,CUST-201,James Davies,Glasgow,Baseball Cap,Accessories,5,14.99,15.0,Online Store,Bank Transfer
ORD-2176,2025-09-14,CUST-176,Mason Davies,Cardiff,Winter Jacket,Outerwear,2,89.99,0.0,Physical Store,Debit Card
ORD-2177,2025-12-08,CUST-111,Mason Davies,Leeds,Baseball Cap,Accessories,4,14.99,20.0,Online Store,Credit Card
ORD-2178,2025-08-10,CUST-151,Sophia Walker,Bristol,Baseball Cap,Accessories,1,14.99,15.0,Physical Store,Bank Transfer
ORD-2179,2025-11-05,CUST-195,Noah Walker,Cardiff,Hoodie,Clothing,4,39.99,20.0,Marketplace,Credit Card
ORD-2180,2025-01-01,CUST-157,Emma Johnson,Birmingham,Leather Belt,Accessories,2,24.99,0.0,Online Store,Cash
ORD-2181,2025-03-29,CUST-119,Charlotte Thomas,Liverpool,Running Socks,Footwear,1,9.99,15.0,Physical Store,Debit Card
ORD-2182,2025-03-21,CUST-170,Ethan Evans,London,Sneakers,Footwear,1,64.99,5.0,Physical Store,Cash
ORD-2183,2025-01-24,CUST-169,William Brown,Glasgow,Baseball Cap,Accessories,4,14.99,5.0,Physical Store,Credit Card
ORD-2184,2025-11-28,CUST-126,Noah Brown,Liverpool,Canvas Tote Bag,Accessories,5,19.99,0.0,Online Store,Bank Transfer
ORD-2185,2025-04-14,CUST-148,Ethan Wilson,Edinburgh,Running Socks,Footwear,5,9.99,20.0,Online Store,Credit Card
ORD-2186,2025-04-10,CUST-245,Lucas Johnson,Cardiff,Leather Belt,Accessories,3,24.99,10.0,Marketplace,Credit Card
ORD-2187,2025-06-26,CUST-185,Isabella Wilson,Leeds,Winter Jacket,Outerwear,5,89.99,10.0,Physical Store,Cash
ORD-2188,2025-04-04,CUST-125,Liam Roberts,Glasgow,Sneakers,Footwear,4,64.99,10.0,Online Store,Cash
ORD-2189,2025-11-29,CUST-175,Mia Evans,Manchester,Baseball Cap,Accessories,4,14.99,0.0,Physical Store,PayPal
ORD-2190,2025-10-30,CUST-194,Mason Walker,London,Rain Coat,Outerwear,1,74.99,0.0,Marketplace,Debit Card
ORD-2191,2025-08-18,CUST-233,Mia Walker,Edinburgh,Classic T-Shirt,Clothing,1,18.99,15.0,Physical Store,Cash
ORD-2192,2025-01-09,CUST-204,Sophia Evans,Glasgow,Denim Jeans,Clothing,1,49.99,20.0,Online Store,Bank Transfer
ORD-2193,2025-03-25,CUST-214,Olivia Taylor,Glasgow,Running Socks,Footwear,2,9.99,0.0,Physical Store,Credit Card
ORD-2194,2025-09-27,CUST-233,Sophia Thomas,Glasgow,Denim Jeans,Clothing,1,49.99,20.0,Online Store,Debit Card
ORD-2195,2025-08-28,CUST-188,James Brown,Cardiff,Winter Jacket,Outerwear,2,89.99,5.0,Online Store,Debit Card
ORD-2196,2025-05-22,CUST-233,Isabella Evans,Edinburgh,Canvas Tote Bag,Accessories,1,19.99,0.0,Physical Store,Cash
ORD-2197,2025-11-02,CUST-139,Amelia Davies,Glasgow,Leather Belt,Accessories,4,24.99,0.0,Marketplace,Debit Card
ORD-2198,2025-01-22,CUST-186,Emma Roberts,Glasgow,Denim Jeans,Clothing,2,49.99,20.0,Physical Store,PayPal
ORD-2199,2025-03-25,CUST-161,Ethan Walker,Leeds,Canvas Tote Bag,Accessories,2,19.99,20.0,Physical Store,Bank Transfer
ORD-2200,2025-06-27,CUST-186,Amelia Wilson,Liverpool,Leather Belt,Accessories,1,24.99,0.0,Physical Store,PayPal
ORD-2201,2025-03-30,CUST-224,Noah Roberts,London,Winter Jacket,Outerwear,1,89.99,0.0,Online Store,PayPal
ORD-2202,2025-11-06,CUST-192,Ethan Smith,Bristol,Running Socks,Footwear,1,9.99,5.0,Physical Store,Cash
ORD-2203,2025-06-22,CUST-206,Ethan Evans,Edinburgh,Leather Belt,Accessories,2,24.99,15.0,Online Store,Credit Card
ORD-2204,2025-06-28,CUST-163,Noah Smith,Bristol,Hoodie,Clothing,2,39.99,0.0,Online Store,Cash
ORD-2205,2025-06-29,CUST-157,James Thomas,Cardiff,Baseball Cap,Accessories,2,14.99,10.0,Physical Store,Cash
ORD-2206,2025-01-17,CUST-119,Olivia Davies,Edinburgh,Classic T-Shirt,Clothing,1,18.99,20.0,Online Store,Debit Card
ORD-2207,2025-03-24,CUST-228,James Roberts,Liverpool,Canvas Tote Bag,Accessories,5,19.99,15.0,Physical Store,Debit Card
ORD-2208,2025-02-20,CUST-186,Liam Brown,Bristol,Hoodie,Clothing,4,39.99,0.0,Physical Store,Credit Card
ORD-2209,2025-03-03,CUST-106,Sophia Davies,Leeds,Winter Jacket,Outerwear,1,89.99,5.0,Physical Store,Credit Card
ORD-2210,2025-04-16,CUST-149,Lucas Taylor,Liverpool,Rain Coat,Outerwear,3,74.99,0.0,Online Store,Bank Transfer
ORD-2211,2025-10-05,CUST-117,Sophia Wilson,Manchester,Rain Coat,Outerwear,1,74.99,15.0,Physical Store,Debit Card
ORD-2212,2025-01-26,CUST-133,Noah Taylor,Glasgow,Hoodie,Clothing,3,39.99,0.0,Online Store,PayPal
ORD-2213,2025-05-23,CUST-180,Sophia Evans,Cardiff,Denim Jeans,Clothing,3,49.99,15.0,Marketplace,PayPal
ORD-2214,2025-11-22,CUST-240,Sophia Thomas,Edinburgh,Running Socks,Footwear,4,9.99,10.0,Marketplace,Debit Card
ORD-2215,2025-10-17,CUST-111,Liam Thomas,Leeds,Baseball Cap,Accessories,1,14.99,15.0,Physical Store,Debit Card
ORD-2216,2025-08-15,CUST-146,Amelia Johnson,Cardiff,Winter Jacket,Outerwear,2,89.99,20.0,Online Store,Bank Transfer
ORD-2217,2025-11-06,CUST-237,Olivia Wilson,Glasgow,Hoodie,Clothing,2,39.99,5.0,Marketplace,Bank Transfer
ORD-2218,2025-05-30,CUST-219,Lucas Evans,Liverpool,Winter Jacket,Outerwear,2,89.99,5.0,Online Store,PayPal
ORD-2219,2025-06-01,CUST-244,Amelia Johnson,London,Running Socks,Footwear,1,9.99,20.0,Physical Store,Debit Card
ORD-2220,2025-04-22,CUST-164,Mia Evans,Glasgow,Running Socks,Footwear,1,9.99,10.0,Online Store,PayPal
ORD-2221,2025-06-16,CUST-110,Olivia Smith,Glasgow,Sneakers,Footwear,4,64.99,5.0,Marketplace,Debit Card
ORD-2222,2025-11-04,CUST-237,Mia Evans,London,Classic T-Shirt,Clothing,2,18.99,10.0,Online Store,Credit Card
ORD-2223,2025-12-28,CUST-168,Isabella Walker,Manchester,Denim Jeans,Clothing,5,49.99,5.0,Physical Store,PayPal
ORD-2224,2025-05-05,CUST-101,Lucas Wilson,Manchester,Sneakers,Footwear,4,64.99,15.0,Online Store,Credit Card
ORD-2225,2025-06-22,CUST-174,James Taylor,Cardiff,Denim Jeans,Clothing,1,49.99,5.0,Physical Store,Cash
ORD-2226,2025-10-02,CUST-139,Amelia Johnson,London,Baseball Cap,Accessories,1,14.99,0.0,Marketplace,Bank Transfer
ORD-2227,2025-03-06,CUST-208,Mason Thomas,Cardiff,Rain Coat,Outerwear,1,74.99,0.0,Physical Store,Bank Transfer
ORD-2228,2025-08-17,CUST-119,Mason Smith,Birmingham,Sneakers,Footwear,2,64.99,15.0,Online Store,PayPal
ORD-2229,2025-12-27,CUST-217,James Roberts,London,Sneakers,Footwear,2,64.99,0.0,Online Store,Debit Card
ORD-2230,2025-11-29,CUST-100,Noah Roberts,Edinburgh,Sneakers,Footwear,1,64.99,10.0,Online Store,Cash
ORD-2231,2025-05-06,CUST-233,Isabella Roberts,Glasgow,Leather Belt,Accessories,4,24.99,5.0,Online Store,Cash
ORD-2232,2025-10-19,CUST-241,Isabella Evans,Glasgow,Hoodie,Clothing,3,39.99,0.0,Online Store,PayPal
ORD-2233,2025-03-27,CUST-118,Olivia Brown,Birmingham,Classic T-Shirt,Clothing,2,18.99,15.0,Online Store,Bank Transfer
ORD-2234,2025-10-15,CUST-211,Ethan Brown,Liverpool,Rain Coat,Outerwear,-1,74.99,0.0,Online Store,PayPal
ORD-2235,2025-12-21,CUST-132,Ethan Walker,Glasgow,Canvas Tote Bag,Accessories,5,19.99,15.0,Online Store,PayPal
ORD-2236,2025-09-13,CUST-239,Mason Davies,Edinburgh,Hoodie,Clothing,1,39.99,5.0,Physical Store,PayPal
ORD-2237,2025-04-17,CUST-233,William Brown,Bristol,Hoodie,Clothing,2,39.99,5.0,Physical Store,Cash
ORD-2238,2025-02-04,CUST-146,Ethan Davies,Liverpool,Baseball Cap,Accessories,2,14.99,0.0,Physical Store,Credit Card
ORD-2239,2025-11-12,CUST-223,Lucas Thomas,Leeds,Baseball Cap,Accessories,2,14.99,15.0,Physical Store,Cash
ORD-2240,2025-01-27,CUST-203,Amelia Brown,Liverpool,Hoodie,Clothing,1,39.99,5.0,Physical Store,Bank Transfer
ORD-2241,2025-05-08,CUST-110,Sophia Smith,Cardiff,Hoodie,Clothing,1,39.99,20.0,Marketplace,Credit Card
ORD-2242,2025-11-30,CUST-200,William Evans,Glasgow,Denim Jeans,Clothing,1,49.99,10.0,Physical Store,Cash
ORD-2243,2025-12-02,CUST-192,Emma Davies,Bristol,Sneakers,Footwear,1,64.99,20.0,Marketplace,Debit Card
ORD-2244,2025-02-13,CUST-155,Ethan Taylor,Bristol,Rain Coat,Outerwear,1,74.99,5.0,Online Store,Bank Transfer
ORD-2245,2025-03-10,CUST-169,Amelia Roberts,Liverpool,Denim Jeans,Clothing,1,49.99,10.0,Online Store,Cash
ORD-2246,2025-01-27,CUST-171,James Wilson,Glasgow,Leather Belt,Accessories,1,24.99,5.0,Online Store,Credit Card
ORD-2247,2025-04-17,CUST-167,James Evans,Cardiff,Denim Jeans,Clothing,2,49.99,15.0,Physical Store,PayPal
ORD-2248,2025-06-30,CUST-162,Emma Thomas,London,Classic T-Shirt,Clothing,1,18.99,0.0,Marketplace,Bank Transfer
ORD-2249,2025-01-05,CUST-181,Amelia Johnson,Birmingham,Leather Belt,Accessories,1,24.99,0.0,Physical Store,Debit Card
ORD-2250,2025-07-26,CUST-210,Olivia Davies,London,Canvas Tote Bag,Accessories,1,19.99,20.0,Physical Store,Bank Transfer
ORD-2251,2025-03-11,CUST-229,Ethan Wilson,Liverpool,Winter Jacket,Outerwear,2,89.99,10.0,Online Store,Cash
ORD-2252,2025-05-11,CUST-199,Lucas Roberts,London,Sneakers,Footwear,2,64.99,0.0,Physical Store,PayPal
ORD-2253,2025-12-12,CUST-152,William Smith,Edinburgh,Rain Coat,Outerwear,5,74.99,20.0,Online Store,Cash
ORD-2254,2025-07-30,CUST-124,James Walker,Liverpool,Canvas Tote Bag,Accessories,5,19.99,0.0,Online Store,Cash
ORD-2255,2025-04-16,CUST-195,Olivia Wilson,Leeds,Hoodie,Clothing,1,39.99,20.0,Physical Store,Bank Transfer
ORD-2256,2025-04-20,CUST-199,Mia Brown,London,Sneakers,Footwear,4,64.99,0.0,Physical Store,Debit Card
ORD-2257,2025-03-12,CUST-106,William Walker,Glasgow,Running Socks,Footwear,4,9.99,0.0,Online Store,Bank Transfer
ORD-2258,2025-09-11,CUST-200,Noah Wilson,Leeds,Rain Coat,Outerwear,1,74.99,20.0,Physical Store,Debit Card
ORD-2259,2025-06-25,CUST-102,Sophia Evans,Birmingham,Canvas Tote Bag,Accessories,1,19.99,5.0,Online Store,Debit Card
ORD-2260,2025-12-22,CUST-152,Charlotte Smith,Leeds,Rain Coat,Outerwear,1,74.99,15.0,Online Store,Debit Card
ORD-2261,2025-05-15,CUST-128,James Smith,Birmingham,Canvas Tote Bag,Accessories,1,19.99,5.0,Online Store,Bank Transfer
ORD-2262,2025-09-26,CUST-124,Olivia Smith,Cardiff,Running Socks,Footwear,2,9.99,20.0,Marketplace,Bank Transfer
ORD-2263,2025-02-26,CUST-153,Noah Johnson,London,Rain Coat,Outerwear,2,74.99,0.0,Physical Store,Bank Transfer
ORD-2264,2025-10-31,CUST-211,Amelia Davies,Liverpool,Leather Belt,Accessories,5,24.99,5.0,Physical Store,Cash
ORD-2265,2025-01-14,CUST-220,Olivia Wilson,Bristol,Winter Jacket,Outerwear,5,89.99,0.0,Marketplace,PayPal
ORD-2266,2025-01-31,CUST-120,Mia Walker,London,Sneakers,Footwear,2,64.99,10.0,Marketplace,Credit Card
ORD-2267,2025-05-12,CUST-167,Emma Smith,Bristol,Rain Coat,Outerwear,1,74.99,10.0,Physical Store,PayPal
ORD-2268,2025-01-16,CUST-121,Ethan Evans,Cardiff,Leather Belt,Accessories,2,24.99,10.0,Online Store,Debit Card
ORD-2269,2025-07-27,CUST-106,Mason Wilson,Birmingham,Running Socks,Footwear,2,9.99,15.0,Physical Store,Credit Card
ORD-2270,2025-11-25,CUST-147,Sophia Walker,Birmingham,Rain Coat,Outerwear,4,74.99,0.0,Physical Store,Debit Card
ORD-2271,2025-10-03,CUST-168,Sophia Taylor,Liverpool,Running Socks,Footwear,2,9.99,10.0,Online Store,Bank Transfer
ORD-2272,2025-04-28,CUST-248,Olivia Evans,Glasgow,Classic T-Shirt,Clothing,4,18.99,15.0,Online Store,Credit Card
ORD-2273,2025-06-14,CUST-209,Mia Smith,Liverpool,Canvas Tote Bag,footwear,5,19.99,15.0,Physical Store,Credit Card
ORD-2274,2025-07-28,CUST-183,Noah Johnson,Manchester,Classic T-Shirt,Clothing,3,18.99,0.0,Online Store,Cash
ORD-2275,2025-02-22,CUST-191,William Davies,Manchester,Rain Coat,Outerwear,2,74.99,5.0,Marketplace,Debit Card
ORD-2276,2025-06-06,CUST-134,Charlotte Taylor,London,Denim Jeans,Clothing,4,49.99,0.0,Physical Store,Debit Card
ORD-2277,2025-06-13,CUST-218,Ethan Brown,Manchester,Winter Jacket,Outerwear,4,89.99,0.0,Physical Store,Bank Transfer
ORD-2278,2025-11-28,CUST-139,Isabella Walker,Birmingham,Running Socks,Footwear,4,9.99,15.0,Physical Store,PayPal
ORD-2279,2025-01-05,CUST-192,Charlotte Johnson,London,Denim Jeans,Clothing,1,49.99,15.0,Physical Store,Credit Card
ORD-2280,2025-01-08,CUST-111,Isabella Taylor,Cardiff,Baseball Cap,Accessories,1,14.99,10.0,Online Store,PayPal
ORD-2281,2025-06-17,CUST-114,Isabella Taylor,Manchester,Rain Coat,Outerwear,1,74.99,0.0,Marketplace,Credit Card
ORD-2282,2025-12-28,CUST-245,Amelia Davies,London,Classic T-Shirt,Clothing,4,18.99,5.0,Physical Store,PayPal
ORD-2283,2025-10-24,CUST-117,Amelia Brown,Liverpool,Rain Coat,Outerwear,3,74.99,10.0,Physical Store,PayPal
ORD-2284,2025-04-19,CUST-173,Sophia Thomas,Manchester,Canvas Tote Bag,Accessories,2,19.99,15.0,Physical Store,Credit Card
ORD-2285,2025-05-29,CUST-161,William Walker,Glasgow,Classic T-Shirt,Clothing,3,18.99,10.0,Physical Store,Cash
ORD-2286,2025-10-17,CUST-160,Sophia Davies,Edinburgh,Winter Jacket,Outerwear,2,89.99,20.0,Online Store,Credit Card
ORD-2287,2025-01-08,CUST-212,Isabella Evans,Glasgow,Leather Belt,Accessories,1,24.99,5.0,Physical Store,PayPal
ORD-2288,2025-10-09,CUST-220,Noah Davies,Glasgow,Classic T-Shirt,Clothing,1,18.99,0.0,Physical Store,Bank Transfer
ORD-2289,2025-06-12,CUST-118,Ethan Wilson,Liverpool,Hoodie,Clothing,5,39.99,0.0,Physical Store,Cash
ORD-2290,2025-11-27,CUST-144,Olivia Johnson,Leeds,Sneakers,Footwear,1,64.99,10.0,Physical Store,Bank Transfer
ORD-2291,2025-06-27,CUST-123,Isabella Brown,Glasgow,Hoodie,Clothing,3,39.99,10.0,Online Store,Credit Card
ORD-2292,2025-05-29,CUST-218,Amelia Johnson,Glasgow,Denim Jeans,Clothing,2,49.99,20.0,Online Store,Bank Transfer
ORD-2293,2025-12-19,CUST-235,Noah Evans,Cardiff,Running Socks,Footwear,2,9.99,10.0,Marketplace,Credit Card
ORD-2294,2025-11-18,CUST-105,Isabella Brown,Cardiff,Baseball Cap,Accessories,2,14.99,20.0,Physical Store,Cash
ORD-2295,2025-02-13,CUST-190,James Walker,London,Hoodie,Clothing,1,39.99,15.0,Online Store,Bank Transfer
ORD-2296,2025-11-29,CUST-125,Ethan Brown,Liverpool,Hoodie,Clothing,1,39.99,15.0,Physical Store,Credit Card
ORD-2297,2025-05-12,CUST-241,William Smith,Bristol,Running Socks,Footwear,2,9.99,0.0,Physical Store,PayPal
ORD-2298,2025-03-31,CUST-134,Charlotte Brown,Birmingham,Rain Coat,Outerwear,1,74.99,0.0,Physical Store,Credit Card
ORD-2299,2025-06-13,CUST-150,Liam Thomas,London,Baseball Cap,Accessories,1,14.99,0.0,Online Store,Debit Card
ORD-2300,2025-05-22,CUST-185,Emma Thomas,London,Running Socks,Footwear,2,9.99,5.0,Marketplace,Bank Transfer
ORD-2301,2025-05-08,CUST-203,James Davies,Manchester,Denim Jeans,Clothing,3,49.99,0.0,Online Store,Bank Transfer
ORD-2302,2025-10-27,CUST-113,Emma Roberts,Manchester,Hoodie,Clothing,2,39.99,20.0,Online Store,Bank Transfer
ORD-2303,2025-05-24,CUST-159,Isabella Davies,Bristol,Rain Coat,Outerwear,2,74.99,0.0,Physical Store,PayPal
ORD-2304,2025-06-20,CUST-172,Olivia Evans,Birmingham,Baseball Cap,Accessories,3,14.99,0.0,Online Store,Cash
ORD-2305,2025-11-30,CUST-226,Isabella Davies,Edinburgh,Winter Jacket,Outerwear,2,89.99,20.0,Marketplace,Bank Transfer
ORD-2306,2025-02-13,CUST-201,Liam Walker,Birmingham,Denim Jeans,Clothing,2,49.99,0.0,Physical Store,Debit Card
ORD-2307,2025-07-20,CUST-158,Lucas Wilson,Leeds,Classic T-Shirt,Clothing,5,18.99,0.0,Online Store,Debit Card
